PROCESO	INDICADOR	ETAPA	CICLO	CURSO	UNIDAD	VALORR	VALORC
P.C. 04. ATENCI‡N A LA DIVERSIDAD	IND 04.1 Porcentaje †reas-asignaturas-materias aprobadas de todo el alumnado con Adaptaci¢n Curricular No Significativa	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	1ß F.P.I.G.S. (Administraci¢n y Finanzas)	1ß Adm-Fin	NA	60
P.C. 04. ATENCI‡N A LA DIVERSIDAD	IND 04.1 Porcentaje †reas-asignaturas-materias aprobadas de todo el alumnado con Adaptaci¢n Curricular No Significativa	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Instalaciones de Telecomunicaciones)	2ß ITelec	NA	60
P.C. 04. ATENCI‡N A LA DIVERSIDAD	IND 04.1 Porcentaje †reas-asignaturas-materias aprobadas de todo el alumnado con Adaptaci¢n Curricular No Significativa	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Instalaciones ElÇctricas y Autom†ticas)	2ß Ins Aut	NA	60
P.C. 04. ATENCI‡N A LA DIVERSIDAD	IND 04.1 Porcentaje †reas-asignaturas-materias aprobadas de todo el alumnado con Adaptaci¢n Curricular No Significativa	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Gesti¢n Administrativa)	2ß Gesti¢n	NA	60
P.C. 04. ATENCI‡N A LA DIVERSIDAD	IND 04.1 Porcentaje †reas-asignaturas-materias aprobadas de todo el alumnado con Adaptaci¢n Curricular No Significativa	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Actividades Comerciales)	2ß Comerci	NA	60
P.C. 04. ATENCI‡N A LA DIVERSIDAD	IND 04.1 Porcentaje †reas-asignaturas-materias aprobadas de todo el alumnado con Adaptaci¢n Curricular No Significativa	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Instalaciones de Telecomunicaciones)	1ß ITelec	NA	60
P.C. 04. ATENCI‡N A LA DIVERSIDAD	IND 04.1 Porcentaje †reas-asignaturas-materias aprobadas de todo el alumnado con Adaptaci¢n Curricular No Significativa	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Instalaciones ElÇctricas y Autom†ticas)	1ß Ins Aut	NA	60
P.C. 04. ATENCI‡N A LA DIVERSIDAD	IND 04.1 Porcentaje †reas-asignaturas-materias aprobadas de todo el alumnado con Adaptaci¢n Curricular No Significativa	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Gesti¢n Administrativa)	1ß Gesti¢n	NA	60
P.C. 04. ATENCI‡N A LA DIVERSIDAD	IND 04.1 Porcentaje †reas-asignaturas-materias aprobadas de todo el alumnado con Adaptaci¢n Curricular No Significativa	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Actividades Comerciales)	1ß Comerci	NA	60
P.C. 04. ATENCI‡N A LA DIVERSIDAD	IND 04.1 Porcentaje †reas-asignaturas-materias aprobadas de todo el alumnado con Adaptaci¢n Curricular No Significativa	BACHILLERATO	2ß CICLO BACHILLER	SEGUNDO BACHILLERATO	2ßC Bach	NA	60
P.C. 04. ATENCI‡N A LA DIVERSIDAD	IND 04.1 Porcentaje †reas-asignaturas-materias aprobadas de todo el alumnado con Adaptaci¢n Curricular No Significativa	BACHILLERATO	2ß CICLO BACHILLER	SEGUNDO BACHILLERATO	2ßA Bach	NA	60
P.C. 04. ATENCI‡N A LA DIVERSIDAD	IND 04.1 Porcentaje †reas-asignaturas-materias aprobadas de todo el alumnado con Adaptaci¢n Curricular No Significativa	BACHILLERATO	2ß CICLO BACHILLER	SEGUNDO BACHILLERATO	2ßB Bach	NA	60
P.C. 04. ATENCI‡N A LA DIVERSIDAD	IND 04.1 Porcentaje †reas-asignaturas-materias aprobadas de todo el alumnado con Adaptaci¢n Curricular No Significativa	BACHILLERATO	1ß CICLO BACHILLER	PRIMERO BACHILLERATO	1ßC Bach	NA	60
P.C. 04. ATENCI‡N A LA DIVERSIDAD	IND 04.1 Porcentaje †reas-asignaturas-materias aprobadas de todo el alumnado con Adaptaci¢n Curricular No Significativa	BACHILLERATO	1ß CICLO BACHILLER	PRIMERO BACHILLERATO	1ßB Bach	NA	60
P.C. 04. ATENCI‡N A LA DIVERSIDAD	IND 04.1 Porcentaje †reas-asignaturas-materias aprobadas de todo el alumnado con Adaptaci¢n Curricular No Significativa	BACHILLERATO	1ß CICLO BACHILLER	PRIMERO BACHILLERATO	1ßA Bach	NA	60
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	SECUNDARIA	4ß CICLO ESO	4ß de E.S.O.	ESO 4ßA	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	SECUNDARIA	4ß CICLO ESO	4ß de E.S.O.	ESO 4ßC	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	SECUNDARIA	4ß CICLO ESO	4ß de E.S.O.	ESO 4ßB	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	SECUNDARIA	3ß CICLO ESO	3ß de E.S.O.	ESO 3ßA	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	SECUNDARIA	3ß CICLO ESO	3ß de E.S.O.	ESO 3ßB	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	SECUNDARIA	3ß CICLO ESO	3ß de E.S.O.	ESO 3ßC	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	SECUNDARIA	2ß CICLO ESO	2ß de E.S.O.	ESO 2ßA	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	SECUNDARIA	2ß CICLO ESO	2ß de E.S.O.	ESO 2ßB	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	SECUNDARIA	2ß CICLO ESO	2ß de E.S.O.	ESO 2ßC	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	SECUNDARIA	1ß CICLO ESO	1ß de E.S.O.	ESO 1ßB	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	SECUNDARIA	1ß CICLO ESO	1ß de E.S.O.	ESO 1ßC	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	SECUNDARIA	1ß CICLO ESO	1ß de E.S.O.	ESO 1ßA	28,58	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	PRIMARIA	3ß CICLO PRIMARIA	6ß de Educ. Prima.	EPO 6ßA	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	PRIMARIA	3ß CICLO PRIMARIA	6ß de Educ. Prima.	EPO 6ßB	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	PRIMARIA	3ß CICLO PRIMARIA	5ß de Educ. Prima.	EPO 5ßB	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	PRIMARIA	3ß CICLO PRIMARIA	5ß de Educ. Prima.	EPO 5ßA	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	PRIMARIA	2ß CICLO PRIMARIA	4ß de Educ. Prima.	EPO 4ßB	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	PRIMARIA	2ß CICLO PRIMARIA	4ß de Educ. Prima.	EPO 4ßA	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	PRIMARIA	2ß CICLO PRIMARIA	3ß de Educ. Prima.	EPO 3ßB	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	PRIMARIA	2ß CICLO PRIMARIA	3ß de Educ. Prima.	EPO 3ßA	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	PRIMARIA	1ß CICLO PRIMARIA	2ß de Educ. Prima.	EPO 2ßA	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	PRIMARIA	1ß CICLO PRIMARIA	2ß de Educ. Prima.	EPO 2ßB	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	PRIMARIA	1ß CICLO PRIMARIA	1ß de Educ. Prima.	EPO 1ßA	81,11	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	PRIMARIA	1ß CICLO PRIMARIA	1ß de Educ. Prima.	EPO 1ßB	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	INFANTIL	2ß CICLO INFANTIL	Tres A§os	E.Inf. 3.B	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	INFANTIL	2ß CICLO INFANTIL	Tres A§os	E.Inf. 3.A	29,38	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	INFANTIL	2ß CICLO INFANTIL	Cuatro A§os	E.Inf. 4.B	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	INFANTIL	2ß CICLO INFANTIL	Cuatro A§os	E.Inf. 4.A	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	INFANTIL	2ß CICLO INFANTIL	Cinco A§os	E.Inf. 5.A	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	INFANTIL	2ß CICLO INFANTIL	Cinco A§os	E.Inf. 5.B	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	FORMACION PROFESIONAL	FORMACI‡N PROFESIONAL BµSICA	2ß de F.P.B. (Electricidad y Electr¢nica)	2ß FPB	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	FORMACION PROFESIONAL	FORMACI‡N PROFESIONAL BµSICA	1ß de F.P.B. (Electricidad y Electr¢nica)	1ß FPB	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	2ß F.P.I.G.S. (Desarrollo de Aplicaciones Multiplataforma)	2 D.A.Mult	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	2ß F.P.I.G.S. (Administraci¢n y Finanzas)	2ß Adm-Fin	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	1ß F.P.I.G.S. (Desarrollo de Aplicaciones Multiplataforma)	1 D.A.Mult	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	1ß F.P.I.G.S. (Administraci¢n y Finanzas)	1ß Adm-Fin	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Instalaciones de Telecomunicaciones)	2ß ITelec	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Instalaciones ElÇctricas y Autom†ticas)	2ß Ins Aut	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Gesti¢n Administrativa)	2ß Gesti¢n	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Actividades Comerciales)	2ß Comerci	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Instalaciones de Telecomunicaciones)	1ß ITelec	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Instalaciones ElÇctricas y Autom†ticas)	1ß Ins Aut	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Gesti¢n Administrativa)	1ß Gesti¢n	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Actividades Comerciales)	1ß Comerci	7,15	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	BACHILLERATO	2ß CICLO BACHILLER	SEGUNDO BACHILLERATO	2ßB Bach	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	BACHILLERATO	2ß CICLO BACHILLER	SEGUNDO BACHILLERATO	2ßC Bach	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	BACHILLERATO	2ß CICLO BACHILLER	SEGUNDO BACHILLERATO	2ßA Bach	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	BACHILLERATO	1ß CICLO BACHILLER	PRIMERO BACHILLERATO	1ßB Bach	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	BACHILLERATO	1ß CICLO BACHILLER	PRIMERO BACHILLERATO	1ßC Bach	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.5 Grado de Satisfacci¢n de los profesores con la Orientaci¢n	BACHILLERATO	1ß CICLO BACHILLER	PRIMERO BACHILLERATO	1ßA Bach	44,6	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	SECUNDARIA	4ß CICLO ESO	4ß de E.S.O.	ESO 4ßA	5,39	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	SECUNDARIA	4ß CICLO ESO	4ß de E.S.O.	ESO 4ßB	18,45	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	SECUNDARIA	4ß CICLO ESO	4ß de E.S.O.	ESO 4ßC	28,66	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	SECUNDARIA	3ß CICLO ESO	3ß de E.S.O.	ESO 3ßA	32,04	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	SECUNDARIA	3ß CICLO ESO	3ß de E.S.O.	ESO 3ßB	50,13	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	SECUNDARIA	3ß CICLO ESO	3ß de E.S.O.	ESO 3ßC	78,84	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	SECUNDARIA	2ß CICLO ESO	2ß de E.S.O.	ESO 2ßC	84,5	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	SECUNDARIA	2ß CICLO ESO	2ß de E.S.O.	ESO 2ßA	40,88	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	SECUNDARIA	2ß CICLO ESO	2ß de E.S.O.	ESO 2ßB	7,47	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	SECUNDARIA	1ß CICLO ESO	1ß de E.S.O.	ESO 1ßB	42,9	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	SECUNDARIA	1ß CICLO ESO	1ß de E.S.O.	ESO 1ßC	15,09	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	SECUNDARIA	1ß CICLO ESO	1ß de E.S.O.	ESO 1ßA	89,46	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	PRIMARIA	3ß CICLO PRIMARIA	6ß de Educ. Prima.	EPO 6ßA	82,45	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	PRIMARIA	3ß CICLO PRIMARIA	6ß de Educ. Prima.	EPO 6ßB	78,07	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	PRIMARIA	3ß CICLO PRIMARIA	5ß de Educ. Prima.	EPO 5ßB	68,35	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	PRIMARIA	3ß CICLO PRIMARIA	5ß de Educ. Prima.	EPO 5ßA	NA	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	PRIMARIA	2ß CICLO PRIMARIA	4ß de Educ. Prima.	EPO 4ßB	90,69	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	PRIMARIA	2ß CICLO PRIMARIA	4ß de Educ. Prima.	EPO 4ßA	96,03	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	PRIMARIA	2ß CICLO PRIMARIA	3ß de Educ. Prima.	EPO 3ßA	34,09	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	PRIMARIA	2ß CICLO PRIMARIA	3ß de Educ. Prima.	EPO 3ßB	9,54	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	PRIMARIA	1ß CICLO PRIMARIA	2ß de Educ. Prima.	EPO 2ßA	46,14	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	PRIMARIA	1ß CICLO PRIMARIA	2ß de Educ. Prima.	EPO 2ßB	9,93	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	PRIMARIA	1ß CICLO PRIMARIA	1ß de Educ. Prima.	EPO 1ßA	62,92	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	PRIMARIA	1ß CICLO PRIMARIA	1ß de Educ. Prima.	EPO 1ßB	54,79	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	INFANTIL	2ß CICLO INFANTIL	Tres A§os	E.Inf. 3.A	35,2	85
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	INFANTIL	2ß CICLO INFANTIL	Tres A§os	E.Inf. 3.B	59,68	85
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	INFANTIL	2ß CICLO INFANTIL	Cuatro A§os	E.Inf. 4.A	95,67	85
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	INFANTIL	2ß CICLO INFANTIL	Cuatro A§os	E.Inf. 4.B	86,87	85
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	INFANTIL	2ß CICLO INFANTIL	Cinco A§os	E.Inf. 5.B	38,64	85
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	INFANTIL	2ß CICLO INFANTIL	Cinco A§os	E.Inf. 5.A	5,17	85
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	FORMACION PROFESIONAL	FORMACI‡N PROFESIONAL BµSICA	2ß de F.P.B. (Electricidad y Electr¢nica)	2ß FPB	79,25	50
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	FORMACION PROFESIONAL	FORMACI‡N PROFESIONAL BµSICA	1ß de F.P.B. (Electricidad y Electr¢nica)	1ß FPB	37,66	50
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	2ß F.P.I.G.S. (Desarrollo de Aplicaciones Multiplataforma)	2 D.A.Mult	NA	50
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	2ß F.P.I.G.S. (Administraci¢n y Finanzas)	2ß Adm-Fin	24,79	50
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	1ß F.P.I.G.S. (Desarrollo de Aplicaciones Multiplataforma)	1 D.A.Mult	20,44	50
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	1ß F.P.I.G.S. (Administraci¢n y Finanzas)	1ß Adm-Fin	82,59	50
